name,code,division_type,codename,district_code
Niêm Tòng,815,xã,xa_niem_tong,27
Niêm Sơn,817,xã,xa_niem_son,27
Yên Minh,820,thị trấn,thi_tran_yen_minh,28
Thắng Mố,823,xã,xa_thang_mo,28
Phú Lũng,826,xã,xa_phu_lung,28
Sủng Tráng,829,xã,xa_sung_trang,28
Bạch Đích,832,xã,xa_bach_dich,28
Na Khê,835,xã,xa_na_khe,28
Sủng Thài,838,xã,xa_sung_thai,28
Hữu Vinh,841,xã,xa_huu_vinh,28
Lao Và Chải,844,xã,xa_lao_va_chai,28
Mậu Duệ,847,xã,xa_mau_due,28
Đông Minh,850,xã,xa_dong_minh,28
Mậu Long,853,xã,xa_mau_long,28
Ngam La,856,xã,xa_ngam_la,28
Ngọc Long,859,xã,xa_ngoc_long,28
Đường Thượng,862,xã,xa_duong_thuong,28
Lũng Hồ,865,xã,xa_lung_ho,28
Du Tiến,868,xã,xa_du_tien,28
Du Già,871,xã,xa_du_gia,28
Tam Sơn,874,thị trấn,thi_tran_tam_son,29
Đại Sơn,877,xã,xa_bat_dai_son,29
Nghĩa Thuận,880,xã,xa_nghia_thuan,29
Cán Tỷ,883,xã,xa_can_ty,29
Cao Mã Pờ,886,xã,xa_cao_ma_po,29
Thanh Vân,889,xã,xa_thanh_van,29
Tùng Vài,892,xã,xa_tung_vai,29
Đông Hà,895,xã,xa_dong_ha,29
Quản Bạ,898,xã,xa_quan_ba,29
Lùng Tám,901,xã,xa_lung_tam,29
Quyết Tiến,904,xã,xa_quyet_tien,29
Tả Ván,907,xã,xa_ta_van,29
Thái An,910,xã,xa_thai_an,29
Kim Thạch,703,xã,xa_kim_thach,30
Phú Linh,706,xã,xa_phu_linh,30
Kim Linh,709,xã,xa_kim_linh,30
Vị Xuyên,913,thị trấn,thi_tran_vi_xuyen,30
Nông Trường Việt Lâm,916,thị trấn,thi_tran_nong_truong_viet_lam,30
Minh Tân,919,xã,xa_minh_tan,30
Thuận Hoà,922,xã,xa_thuan_hoa,30
Tùng Bá,925,xã,xa_tung_ba,30
Thanh Thủy,928,xã,xa_thanh_thuy,30
Thanh Đức,931,xã,xa_thanh_duc,30
Phong Quang,934,xã,xa_phong_quang,30
Xín Chải,937,xã,xa_xin_chai,30
Phương Tiến,940,xã,xa_phuong_tien,30
Lao Chải,943,xã,xa_lao_chai,30
Cao Bồ,952,xã,xa_cao_bo,30
Đạo Đức,955,xã,xa_dao_duc,30
Thượng Sơn,958,xã,xa_thuong_son,30
Linh Hồ,961,xã,xa_linh_ho,30
Quảng Ngần,964,xã,xa_quang_ngan,30
Việt Lâm,967,xã,xa_viet_lam,30
Ngọc Linh,970,xã,xa_ngoc_linh,30
Ngọc Minh,973,xã,xa_ngoc_minh,30
Bạch Ngọc,976,xã,xa_bach_ngoc,30
Trung Thành,979,xã,xa_trung_thanh,30
Minh Sơn,982,xã,xa_minh_son,31
Giáp Trung,985,xã,xa_giap_trung,31
Yên Định,988,xã,xa_yen_dinh,31
Yên Phú,991,thị trấn,thi_tran_yen_phu,31
Minh Ngọc,994,xã,xa_minh_ngoc,31
Yên Phong,997,xã,xa_yen_phong,31
Lạc Nông,1000,xã,xa_lac_nong,31
Phú Nam,1003,xã,xa_phu_nam,31
Yên Cường,1006,xã,xa_yen_cuong,31
Thượng Tân,1009,xã,xa_thuong_tan,31
Đường Âm,1012,xã,xa_duong_am,31
Đường Hồng,1015,xã,xa_duong_hong,31
Phiêng Luông,1018,xã,xa_phieng_luong,31
Vinh Quang,1021,thị trấn,thi_tran_vinh_quang,32
Bản Máy,1024,xã,xa_ban_may,32
Thàng Tín,1027,xã,xa_thang_tin,32
Thèn Chu Phìn,1030,xã,xa_then_chu_phin,32
Pố Lồ,1033,xã,xa_po_lo,32
Bản Phùng,1036,xã,xa_ban_phung,32
Túng Sán,1039,xã,xa_tung_san,32
Chiến Phố,1042,xã,xa_chien_pho,32
Đản Ván,1045,xã,xa_dan_van,32
Tụ Nhân,1048,xã,xa_tu_nhan,32
Tân Tiến,1051,xã,xa_tan_tien,32
Nàng Đôn,1054,xã,xa_nang_don,32
Pờ Ly Ngài,1057,xã,xa_po_ly_ngai,32
Sán Xả Hồ,1060,xã,xa_san_xa_ho,32
Bản Luốc,1063,xã,xa_ban_luoc,32
Ngàm Đăng Vài,1066,xã,xa_ngam_dang_vai,32
Bản Nhùng,1069,xã,xa_ban_nhung,32
Tả Sử Choóng,1072,xã,xa_ta_su_choong,32
Nậm Dịch,1075,xã,xa_nam_dich,32
Hồ Thầu,1081,xã,xa_ho_thau,32
Nam Sơn,1084,xã,xa_nam_son,32
Nậm Tỵ,1087,xã,xa_nam_ty,32
Thông Nguyên,1090,xã,xa_thong_nguyen,32
Nậm Khòa,1093,xã,xa_nam_khoa,32
Cốc Pài,1096,thị trấn,thi_tran_coc_pai,33
Nàn Xỉn,1099,xã,xa_nan_xin,33
Bản Díu,1102,xã,xa_ban_diu,33
Chí Cà,1105,xã,xa_chi_ca,33
Xín Mần,1108,xã,xa_xin_man,33
Thèn Phàng,1114,xã,xa_then_phang,33
Trung Thịnh,1117,xã,xa_trung_thinh,33
Pà Vầy Sủ,1120,xã,xa_pa_vay_su,33
Cốc Rế,1123,xã,xa_coc_re,33
Thu Tà,1126,xã,xa_thu_ta,33
Nàn Ma,1129,xã,xa_nan_ma,33
Tả Nhìu,1132,xã,xa_ta_nhiu,33
Bản Ngò,1135,xã,xa_ban_ngo,33
Chế Là,1138,xã,xa_che_la,33
Nấm Dẩn,1141,xã,xa_nam_dan,33
Quảng Nguyên,1144,xã,xa_quang_nguyen,33
Nà Chì,1147,xã,xa_na_chi,33
Khuôn Lùng,1150,xã,xa_khuon_lung,33
Việt Quang,1153,thị trấn,thi_tran_viet_quang,34
Vĩnh Tuy,1156,thị trấn,thi_tran_vinh_tuy,34
Tân Lập,1159,xã,xa_tan_lap,34
Tân Thành,1162,xã,xa_tan_thanh,34
Đồng Tiến,1165,xã,xa_dong_tien,34
Đồng Tâm,1168,xã,xa_dong_tam,34
Tân Quang,1171,xã,xa_tan_quang,34
Thượng Bình,1174,xã,xa_thuong_binh,34
Hữu Sản,1177,xã,xa_huu_san,34
Kim Ngọc,1180,xã,xa_kim_ngoc,34
Việt Vinh,1183,xã,xa_viet_vinh,34
Bằng Hành,1186,xã,xa_bang_hanh,34
Quang Minh,1189,xã,xa_quang_minh,34
Liên Hiệp,1192,xã,xa_lien_hiep,34
Vô Điếm,1195,xã,xa_vo_diem,34
Việt Hồng,1198,xã,xa_viet_hong,34
Hùng An,1201,xã,xa_hung_an,34
Đức Xuân,1204,xã,xa_duc_xuan,34
Tiên Kiều,1207,xã,xa_tien_kieu,34
Vĩnh Hảo,1210,xã,xa_vinh_hao,34
Vĩnh Phúc,1213,xã,xa_vinh_phuc,34
Đồng Yên,1216,xã,xa_dong_yen,34
Đông Thành,1219,xã,xa_dong_thanh,34
Xuân Minh,1222,xã,xa_xuan_minh,35
Tiên Nguyên,1225,xã,xa_tien_nguyen,35
Tân Nam,1228,xã,xa_tan_nam,35
Bản Rịa,1231,xã,xa_ban_ria,35
Yên Thành,1234,xã,xa_yen_thanh,35
Yên Bình,1237,thị trấn,thi_tran_yen_binh,35
Tân Trịnh,1240,xã,xa_tan_trinh,35
Tân Bắc,1243,xã,xa_tan_bac,35
Bằng Lang,1246,xã,xa_bang_lang,35
Yên Hà,1249,xã,xa_yen_ha,35
Hương Sơn,1252,xã,xa_huong_son,35
Xuân Giang,1255,xã,xa_xuan_giang,35
Nà Khương,1258,xã,xa_na_khuong,35
Tiên Yên,1261,xã,xa_tien_yen,35
Vĩ Thượng,1264,xã,xa_vi_thuong,35
Sông Hiến,1267,phường,phuong_song_hien,40
Sông Bằng,1270,phường,phuong_song_bang,40
Hợp Giang,1273,phường,phuong_hop_giang,40
Tân Giang,1276,phường,phuong_tan_giang,40
Ngọc Xuân,1279,phường,phuong_ngoc_xuan,40
Đề Thám,1282,phường,phuong_de_tham,40
Hoà Chung,1285,phường,phuong_hoa_chung,40
Duyệt Trung,1288,phường,phuong_duyet_trung,40
Vĩnh Quang,1693,xã,xa_vinh_quang,40
Hưng Đạo,1705,xã,xa_hung_dao,40
Chu Trinh,1720,xã,xa_chu_trinh,40
Pác Miầu,1290,thị trấn,thi_tran_pac_miau,42
Đức Hạnh,1291,xã,xa_duc_hanh,42
Lý Bôn,1294,xã,xa_ly_bon,42
Nam Cao,1296,xã,xa_nam_cao,42
Nam Quang,1297,xã,xa_nam_quang,42
Vĩnh Quang,1300,xã,xa_vinh_quang,42
Quảng Lâm,1303,xã,xa_quang_lam,42
Thạch Lâm,1304,xã,xa_thach_lam,42
Vĩnh Phong,1309,xã,xa_vinh_phong,42
Mông Ân,1312,xã,xa_mong_an,42
Thái Học,1315,xã,xa_thai_hoc,42
Thái Sơn,1316,xã,xa_thai_son,42
Yên Thổ,1318,xã,xa_yen_tho,42
Bảo Lạc,1321,thị trấn,thi_tran_bao_lac,43
Cốc Pàng,1324,xã,xa_coc_pang,43
Thượng Hà,1327,xã,xa_thuong_ha,43
Cô Ba,1330,xã,xa_co_ba,43
Bảo Toàn,1333,xã,xa_bao_toan,43
Khánh Xuân,1336,xã,xa_khanh_xuan,43
Xuân Trường,1339,xã,xa_xuan_truong,43
Hồng Trị,1342,xã,xa_hong_tri,43
Kim Cúc,1343,xã,xa_kim_cuc,43
Phan Thanh,1345,xã,xa_phan_thanh,43
Hồng An,1348,xã,xa_hong_an,43
Hưng Đạo,1351,xã,xa_hung_dao,43
Hưng Thịnh,1352,xã,xa_hung_thinh,43
Huy Giáp,1354,xã,xa_huy_giap,43
Đình Phùng,1357,xã,xa_dinh_phung,43
Sơn Lập,1359,xã,xa_son_lap,43
Sơn Lộ,1360,xã,xa_son_lo,43
Thông Nông,1363,thị trấn,thi_tran_thong_nong,45
Cần Yên,1366,xã,xa_can_yen,45
Cần Nông,1367,xã,xa_can_nong,45
Lương Thông,1372,xã,xa_luong_thong,45
Đa Thông,1375,xã,xa_da_thong,45
Ngọc Động,1378,xã,xa_ngoc_dong,45
Yên Sơn,1381,xã,xa_yen_son,45
Lương Can,1384,xã,xa_luong_can,45
Thanh Long,1387,xã,xa_thanh_long,45
Xuân Hòa,1392,thị trấn,thi_tran_xuan_hoa,45
Lũng Nặm,1393,xã,xa_lung_nam,45
Trường Hà,1399,xã,xa_truong_ha,45
Cải Viên,1402,xã,xa_cai_vien,45
Nội Thôn,1411,xã,xa_noi_thon,45
Tổng Cọt,1414,xã,xa_tong_cot,45
Sóc Hà,1417,xã,xa_soc_ha,45
Thượng Thôn,1420,xã,xa_thuong_thon,45
Hồng Sỹ,1429,xã,xa_hong_sy,45
Quý Quân,1432,xã,xa_quy_quan,45
Mã Ba,1435,xã,xa_ma_ba,45
Ngọc Đào,1438,xã,xa_ngoc_dao,45
Trà Lĩnh,1447,thị trấn,thi_tran_tra_linh,47
Tri Phương,1453,xã,xa_tri_phuong,47
Quang Hán,1456,xã,xa_quang_han,47
Xuân Nội,1462,xã,xa_xuan_noi,47
Quang Trung,1465,xã,xa_quang_trung,47
Quang Vinh,1468,xã,xa_quang_vinh,47
Cao Chương,1471,xã,xa_cao_chuong,47
Trùng Khánh,1477,thị trấn,thi_tran_trung_khanh,47
Ngọc Khê,1480,xã,xa_ngoc_khe,47
Ngọc Côn,1481,xã,xa_ngoc_con,47
Phong Nậm,1483,xã,xa_phong_nam,47
Đình Phong,1489,xã,xa_dinh_phong,47
Đàm Thuỷ,1495,xã,xa_dam_thuy,47
Khâm Thành,1498,xã,xa_kham_thanh,47
Chí Viễn,1501,xã,xa_chi_vien,47
Lăng Hiếu,1504,xã,xa_lang_hieu,47
Phong Châu,1507,xã,xa_phong_chau,47
Trung Phúc,1516,xã,xa_trung_phuc,47
Cao Thăng,1519,xã,xa_cao_thang,47
Đức Hồng,1522,xã,xa_duc_hong,47
Đoài Dương,1525,xã,xa_doai_duong,47
Minh Long,1534,xã,xa_minh_long,48
Lý Quốc,1537,xã,xa_ly_quoc,48
Thắng Lợi,1540,xã,xa_thang_loi,48
Đồng Loan,1543,xã,xa_dong_loan,48
Đức Quang,1546,xã,xa_duc_quang,48
Kim Loan,1549,xã,xa_kim_loan,48
Quang Long,1552,xã,xa_quang_long,48
An Lạc,1555,xã,xa_an_lac,48
Thanh Nhật,1558,thị trấn,thi_tran_thanh_nhat,48
Vinh Quý,1561,xã,xa_vinh_quy,48
Thống Nhất,1564,xã,xa_thong_nhat,48
Cô Ngân,1567,xã,xa_co_ngan,48
Thị Hoa,1573,xã,xa_thi_hoa,48
Quốc Toản,1474,xã,xa_quoc_toan,49
Quảng Uyên,1576,thị trấn,thi_tran_quang_uyen,49
Phi Hải,1579,xã,xa_phi_hai,49
Quảng Hưng,1582,xã,xa_quang_hung,49
Độc Lập,1594,xã,xa_doc_lap,49
Cai Bộ,1597,xã,xa_cai_bo,49
Phúc Sen,1603,xã,xa_phuc_sen,49
Chí Thảo,1606,xã,xa_chi_thao,49
Tự Do,1609,xã,xa_tu_do,49
Hồng Quang,1615,xã,xa_hong_quang,49
Ngọc Động,1618,xã,xa_ngoc_dong,49
Hạnh Phúc,1624,xã,xa_hanh_phuc,49
Tà Lùng,1627,thị trấn,thi_tran_ta_lung,49
Bế Văn Đàn,1630,xã,xa_be_van_dan,49
Cách Linh,1636,xã,xa_cach_linh,49
Đại Sơn,1639,xã,xa_dai_son,49
Tiên Thành,1645,xã,xa_tien_thanh,49
Hoà Thuận,1648,thị trấn,thi_tran_hoa_thuan,49
Mỹ Hưng,1651,xã,xa_my_hung,49
Nước Hai,1654,thị trấn,thi_tran_nuoc_hai,51
Dân Chủ,1657,xã,xa_dan_chu,51
Nam Tuấn,1660,xã,xa_nam_tuan,51
Đại Tiến,1666,xã,xa_dai_tien,51
Đức Long,1669,xã,xa_duc_long,51
Ngũ Lão,1672,xã,xa_ngu_lao,51
Trương Lương,1675,xã,xa_truong_luong,51
Hồng Việt,1687,xã,xa_hong_viet,51
Hoàng Tung,1696,xã,xa_hoang_tung,51
Nguyễn Huệ,1699,xã,xa_nguyen_hue,51
Quang Trung,1702,xã,xa_quang_trung,51
Bạch Đằng,1708,xã,xa_bach_dang,51
Bình Dương,1711,xã,xa_binh_duong,51
Lê Chung,1714,xã,xa_le_chung,51
Hồng Nam,1723,xã,xa_hong_nam,51
Nguyên Bình,1726,thị trấn,thi_tran_nguyen_binh,52
Tĩnh Túc,1729,thị trấn,thi_tran_tinh_tuc,52
Yên Lạc,1732,xã,xa_yen_lac,52
Triệu Nguyên,1735,xã,xa_trieu_nguyen,52
Ca Thành,1738,xã,xa_ca_thanh,52
Vũ Nông,1744,xã,xa_vu_nong,52
Minh Tâm,1747,xã,xa_minh_tam,52
Thể Dục,1750,xã,xa_the_duc,52
Mai Long,1756,xã,xa_mai_long,52
Vũ Minh,1762,xã,xa_vu_minh,52
Hoa Thám,1765,xã,xa_hoa_tham,52
Phan Thanh,1768,xã,xa_phan_thanh,52
Quang Thành,1771,xã,xa_quang_thanh,52
Tam Kim,1774,xã,xa_tam_kim,52
Thành Công,1777,xã,xa_thanh_cong,52
Thịnh Vượng,1780,xã,xa_thinh_vuong,52
Hưng Đạo,1783,xã,xa_hung_dao,52
Đông Khê,1786,thị trấn,thi_tran_dong_khe,53
Canh Tân,1789,xã,xa_canh_tan,53
Kim Đồng,1792,xã,xa_kim_dong,53
Minh Khai,1795,xã,xa_minh_khai,53
Đức Thông,1801,xã,xa_duc_thong,53
Thái Cường,1804,xã,xa_thai_cuong,53
Vân Trình,1807,xã,xa_van_trinh,53
Thụy Hùng,1810,xã,xa_thuy_hung,53
Quang Trọng,1813,xã,xa_quang_trong,53
Trọng Con,1816,xã,xa_trong_con,53
Lê Lai,1819,xã,xa_le_lai,53
Đức Long,1822,xã,xa_duc_long,53
Lê Lợi,1828,xã,xa_le_loi,53
Đức Xuân,1831,xã,xa_duc_xuan,53
Nguyễn Thị Minh Khai,1834,phường,phuong_nguyen_thi_minh_khai,58
Sông Cầu,1837,phường,phuong_song_cau,58
Đức Xuân,1840,phường,phuong_duc_xuan,58
Phùng Chí Kiên,1843,phường,phuong_phung_chi_kien,58
Huyền Tụng,1846,phường,phuong_huyen_tung,58
Dương Quang,1849,xã,xa_duong_quang,58
Nông Thượng,1852,xã,xa_nong_thuong,58
Xuất Hóa,1855,phường,phuong_xuat_hoa,58
Bằng Thành,1858,xã,xa_bang_thanh,60
Nhạn Môn,1861,xã,xa_nhan_mon,60
Bộc Bố,1864,xã,xa_boc_bo,60
Công Bằng,1867,xã,xa_cong_bang,60
Giáo Hiệu,1870,xã,xa_giao_hieu,60
Xuân La,1873,xã,xa_xuan_la,60
An Thắng,1876,xã,xa_an_thang,60
Cổ Linh,1879,xã,xa_co_linh,60
Nghiên Loan,1882,xã,xa_nghien_loan,60
Cao Tân,1885,xã,xa_cao_tan,60
Chợ Rã,1888,thị trấn,thi_tran_cho_ra,61
Bành Trạch,1891,xã,xa_banh_trach,61
Phúc Lộc,1894,xã,xa_phuc_loc,61
Hà Hiệu,1897,xã,xa_ha_hieu,61
Cao Thượng,1900,xã,xa_cao_thuong,61
Khang Ninh,1906,xã,xa_khang_ninh,61
Nam Mẫu,1909,xã,xa_nam_mau,61
Thượng Giáo,1912,xã,xa_thuong_giao,61
Địa Linh,1915,xã,xa_dia_linh,61
Yến Dương,1918,xã,xa_yen_duong,61
Chu Hương,1921,xã,xa_chu_huong,61
Quảng Khê,1924,xã,xa_quang_khe,61
Mỹ Phương,1927,xã,xa_my_phuong,61
Hoàng Trĩ,1930,xã,xa_hoang_tri,61
Đồng Phúc,1933,xã,xa_dong_phuc,61
Nà Phặc,1936,thị trấn,thi_tran_na_phac,62
Thượng Ân,1939,xã,xa_thuong_an,62
Bằng Vân,1942,xã,xa_bang_van,62
Cốc Đán,1945,xã,xa_coc_dan,62
Trung Hoà,1948,xã,xa_trung_hoa,62
Đức Vân,1951,xã,xa_duc_van,62
Vân Tùng,1954,xã,xa_van_tung,62
Thượng Quan,1957,xã,xa_thuong_quan,62
Hiệp Lực,1960,xã,xa_hiep_luc,62
Thuần Mang,1963,xã,xa_thuan_mang,62
Phủ Thông,1969,thị trấn,thi_tran_phu_thong,63
Vi Hương,1975,xã,xa_vi_huong,63
Sĩ Bình,1978,xã,xa_si_binh,63
Vũ Muộn,1981,xã,xa_vu_muon,63
Đôn Phong,1984,xã,xa_don_phong,63
Lục Bình,1990,xã,xa_luc_binh,63
Tân Tú,1993,xã,xa_tan_tu,63
Nguyên Phúc,1999,xã,xa_nguyen_phuc,63
Cao Sơn,2002,xã,xa_cao_son,63
Quân Hà,2005,xã,xa_quan_ha,63
Cẩm Giàng,2008,xã,xa_cam_giang,63
Mỹ Thanh,2011,xã,xa_my_thanh,63
Dương Phong,2014,xã,xa_duong_phong,63
Quang Thuận,2017,xã,xa_quang_thuan,63
Bằng Lũng,2020,thị trấn,thi_tran_bang_lung,64
Xuân Lạc,2023,xã,xa_xuan_lac,64
Nam Cường,2026,xã,xa_nam_cuong,64
Đồng Lạc,2029,xã,xa_dong_lac,64
Tân Lập,2032,xã,xa_tan_lap,64
Bản Thi,2035,xã,xa_ban_thi,64
Quảng Bạch,2038,xã,xa_quang_bach,64
Bằng Phúc,2041,xã,xa_bang_phuc,64
Yên Thịnh,2044,xã,xa_yen_thinh,64
Yên Thượng,2047,xã,xa_yen_thuong,64
Phương Viên,2050,xã,xa_phuong_vien,64
Ngọc Phái,2053,xã,xa_ngoc_phai,64
Đồng Thắng,2059,xã,xa_dong_thang,64
Lương Bằng,2062,xã,xa_luong_bang,64
Bằng Lãng,2065,xã,xa_bang_lang,64
Đại Sảo,2068,xã,xa_dai_sao,64
Nghĩa Tá,2071,xã,xa_nghia_ta,64
Yên Mỹ,2077,xã,xa_yen_my,64
Bình Trung,2080,xã,xa_binh_trung,64
Yên Phong,2083,xã,xa_yen_phong,64
Đồng Tâm,2086,thị trấn,thi_tran_dong_tam,65
Tân Sơn,2089,xã,xa_tan_son,65
Thanh Vận,2092,xã,xa_thanh_van,65
Mai Lạp,2095,xã,xa_mai_lap,65
Hoà Mục,2098,xã,xa_hoa_muc,65
Thanh Mai,2101,xã,xa_thanh_mai,65
Cao Kỳ,2104,xã,xa_cao_ky,65
Nông Hạ,2107,xã,xa_nong_ha,65
Yên Cư,2110,xã,xa_yen_cu,65
Thanh Thịnh,2113,xã,xa_thanh_thinh,65
Yên Hân,2116,xã,xa_yen_han,65
Như Cố,2122,xã,xa_nhu_co,65
Bình Văn,2125,xã,xa_binh_van,65
Quảng Chu,2131,xã,xa_quang_chu,65
Văn Vũ,2137,xã,xa_van_vu,66
Văn Lang,2140,xã,xa_van_lang,66
Lương Thượng,2143,xã,xa_luong_thuong,66
Kim Hỷ,2146,xã,xa_kim_hy,66
Cường Lợi,2152,xã,xa_cuong_loi,66
Yến Lạc,2155,thị trấn,thi_tran_yen_lac,66
Kim Lư,2158,xã,xa_kim_lu,66
Sơn Thành,2161,xã,xa_son_thanh,66
Văn Minh,2170,xã,xa_van_minh,66
Côn Minh,2173,xã,xa_con_minh,66
Cư Lễ,2176,xã,xa_cu_le,66
Trần Phú,2179,xã,xa_tran_phu,66
Quang Phong,2185,xã,xa_quang_phong,66
Dương Sơn,2188,xã,xa_duong_son,66
Xuân Dương,2191,xã,xa_xuan_duong,66
Đổng Xá,2194,xã,xa_dong_xa,66
Liêm Thuỷ,2197,xã,xa_liem_thuy,66
Phan Thiết,2200,phường,phuong_phan_thiet,70
Minh Xuân,2203,phường,phuong_minh_xuan,70
Tân Quang,2206,phường,phuong_tan_quang,70
Tràng Đà,2209,xã,xa_trang_da,70
Nông Tiến,2212,phường,phuong_nong_tien,70
Ỷ La,2215,phường,phuong_y_la,70
Tân Hà,2216,phường,phuong_tan_ha,70
Hưng Thành,2218,phường,phuong_hung_thanh,70
Kim Phú,2497,xã,xa_kim_phu,70
An Khang,2503,xã,xa_an_khang,70
Mỹ Lâm,2509,phường,phuong_my_lam,70
An Tường,2512,phường,phuong_an_tuong,70
Lưỡng Vượng,2515,xã,xa_luong_vuong,70
Thái Long,2521,xã,xa_thai_long,70
Đội Cấn,2524,phường,phuong_doi_can,70
Phúc Yên,2233,xã,xa_phuc_yen,71
Xuân Lập,2242,xã,xa_xuan_lap,71
Khuôn Hà,2251,xã,xa_khuon_ha,71
Lăng Can,2266,xã,xa_lang_can,71
Thượng Lâm,2269,xã,xa_thuong_lam,71
Bình An,2290,xã,xa_binh_an,71
Hồng Quang,2293,xã,xa_hong_quang,71
Thổ Bình,2296,xã,xa_tho_binh,71
Na Hang,2221,thị trấn,thi_tran_na_hang,72
Sinh Long,2227,xã,xa_sinh_long,72
Thượng Giáp,2230,xã,xa_thuong_giap,72
Thượng Nông,2239,xã,xa_thuong_nong,72
Côn Lôn,2245,xã,xa_con_lon,72
Yên Hoa,2248,xã,xa_yen_hoa,72
Hồng Thái,2254,xã,xa_hong_thai,72
Đà Vị,2260,xã,xa_da_vi,72
Khau Tinh,2263,xã,xa_khau_tinh,72
Sơn Phú,2275,xã,xa_son_phu,72
Năng Khả,2281,xã,xa_nang_kha,72
Thanh Tương,2284,xã,xa_thanh_tuong,72
Vĩnh Lộc,2287,thị trấn,thi_tran_vinh_loc,73
Phúc Sơn,2299,xã,xa_phuc_son,73
Minh Quang,2302,xã,xa_minh_quang,73
Trung Hà,2305,xã,xa_trung_ha,73
Tân Mỹ,2308,xã,xa_tan_my,73
Hà Lang,2311,xã,xa_ha_lang,73
Hùng Mỹ,2314,xã,xa_hung_my,73
Yên Lập,2317,xã,xa_yen_lap,73
Tân An,2320,xã,xa_tan_an,73
Bình Phú,2323,xã,xa_binh_phu,73
Xuân Quang,2326,xã,xa_xuan_quang,73
Ngọc Hội,2329,xã,xa_ngoc_hoi,73
Phú Bình,2332,xã,xa_phu_binh,73
Hòa Phú,2335,xã,xa_hoa_phu,73
Phúc Thịnh,2338,xã,xa_phuc_thinh,73
Kiên Đài,2341,xã,xa_kien_dai,73
Tân Thịnh,2344,xã,xa_tan_thinh,73
Trung Hòa,2347,xã,xa_trung_hoa,73
Kim Bình,2350,xã,xa_kim_binh,73
Hòa An,2353,xã,xa_hoa_an,73
Vinh Quang,2356,xã,xa_vinh_quang,73
Tri Phú,2359,xã,xa_tri_phu,73
Nhân Lý,2362,xã,xa_nhan_ly,73
Yên Nguyên,2365,xã,xa_yen_nguyen,73
Linh Phú,2368,xã,xa_linh_phu,73
Bình Nhân,2371,xã,xa_binh_nhan,73
Tân Yên,2374,thị trấn,thi_tran_tan_yen,74
Yên Thuận,2377,xã,xa_yen_thuan,74
Bạch Xa,2380,xã,xa_bach_xa,74
Minh Khương,2383,xã,xa_minh_khuong,74
Yên Lâm,2386,xã,xa_yen_lam,74
Minh Dân,2389,xã,xa_minh_dan,74
Phù Lưu,2392,xã,xa_phu_luu,74
Minh Hương,2395,xã,xa_minh_huong,74
Yên Phú,2398,xã,xa_yen_phu,74
Tân Thành,2401,xã,xa_tan_thanh,74
Bình Xa,2404,xã,xa_binh_xa,74
Thái Sơn,2407,xã,xa_thai_son,74
Nhân Mục,2410,xã,xa_nhan_muc,74
Thành Long,2413,xã,xa_thanh_long,74
Bằng Cốc,2416,xã,xa_bang_coc,74
Thái Hòa,2419,xã,xa_thai_hoa,74
Đức Ninh,2422,xã,xa_duc_ninh,74
Hùng Đức,2425,xã,xa_hung_duc,74
Quí Quân,2431,xã,xa_qui_quan,75
Lực Hành,2434,xã,xa_luc_hanh,75
Kiến Thiết,2437,xã,xa_kien_thiet,75
Trung Minh,2440,xã,xa_trung_minh,75
Chiêu Yên,2443,xã,xa_chieu_yen,75
Trung Trực,2446,xã,xa_trung_truc,75
Xuân Vân,2449,xã,xa_xuan_van,75
Phúc Ninh,2452,xã,xa_phuc_ninh,75
Hùng Lợi,2455,xã,xa_hung_loi,75
Trung Sơn,2458,xã,xa_trung_son,75
Tân Tiến,2461,xã,xa_tan_tien,75
Tứ Quận,2464,xã,xa_tu_quan,75
Đạo Viện,2467,xã,xa_dao_vien,75
Tân Long,2470,xã,xa_tan_long,75
Thắng Quân,2473,xã,xa_thang_quan,75
Kim Quan,2476,xã,xa_kim_quan,75
Lang Quán,2479,xã,xa_lang_quan,75
Phú Thịnh,2482,xã,xa_phu_thinh,75
Công Đa,2485,xã,xa_cong_da,75
Trung Môn,2488,xã,xa_trung_mon,75
Chân Sơn,2491,xã,xa_chan_son,75
Thái Bình,2494,xã,xa_thai_binh,75
Tiến Bộ,2500,xã,xa_tien_bo,75
Mỹ Bằng,2506,xã,xa_my_bang,75
Hoàng Khai,2518,xã,xa_hoang_khai,75
Nhữ Hán,2527,xã,xa_nhu_han,75
Nhữ Khê,2530,xã,xa_nhu_khe,75
Đội Bình,2533,xã,xa_doi_binh,75
Sơn Dương,2536,thị trấn,thi_tran_son_duong,76
Trung Yên,2539,xã,xa_trung_yen,76
